,Volcano_Name,Volcano_Type,Country,Region,Subregion,epoch_period,Last_Eruption,Latitude,Longitude,population_within_5km,population_within_10km,population_within_30km,population_within_100km,Summit,Elevation
0,Abu,Shield,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,6850 BCE,34.5,131.6,3597.0,9594.0,117805.0,4071152.0,641,2103
2,Acatenango,Stratovolcano,Guatemala,México and Central America,Guatemala,holocene,1972 CE,14.501,-90.876,4329.0,60730.0,1042836.0,7634778.0,3976,13045
3,Acigol-Nevsehir,Caldera,Turkey,Mediterranean and Western Asia,Turkey,holocene,2080 BCE,38.537,34.621,127863.0,127863.0,218469.0,2253483.0,1683,5522
6,Adatarayama,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1996 CE,37.647,140.281,428.0,3936.0,717078.0,5024654.0,1728,5669
7,Adwa,Stratovolcano,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,10.063,40.831,101.0,485.0,18645.0,1242922.0,1670,5479
8,Afdera,Stratovolcano,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Uncertain,13.088,40.853,51.0,6042.0,8611.0,161009.0,1250,4101
10,Agua,Stratovolcano,Guatemala,México and Central America,Guatemala,holocene,Unknown - Evidence Credible,14.465,-90.743,9890.0,114404.0,2530449.0,7441660.0,3760,12336
11,Agua de Pau,Stratovolcano,Portugal,Atlantic Ocean,Azores,holocene,1564 CE,37.77,-25.47,406.0,17272.0,113131.0,119653.0,947,3107
13,Agung,Stratovolcano,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2019 CE,-8.343,115.508,5657.0,76781.0,968381.0,4550176.0,2997,9833
15,Aira,Caldera,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,2022 CE,31.593,130.657,4918.0,113874.0,905254.0,2610033.0,1117,3665
16,Akademia Nauk,Stratovolcano,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,holocene,1996 CE,53.98,159.45,3.0,3.0,615.0,12484.0,1180,3871
17,Akagisan,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,Unknown - Evidence Uncertain,36.56,139.193,961.0,4538.0,1116366.0,16718375.0,1828,5997
18,Akan,Caldera,Japan,"Japan, Taiwan, Marianas",Hokkaido,holocene,2008 CE,43.384,144.013,2062.0,2062.0,9756.0,929538.0,1499,4918
20,Akita-Komagatake,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1971 CE,39.761,140.799,376.0,3864.0,216708.0,2521611.0,1637,5371
21,Akita-Yakeyama,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1997 CE,39.964,140.757,127.0,721.0,55493.0,3122037.0,1366,4482
22,Akusekijima,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,Unknown - Evidence Uncertain,29.465,129.594,52.0,52.0,199.0,749.0,555,1821
26,Alayta,Shield,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,1915 CE,12.888,40.573,156.0,925.0,13459.0,330411.0,1496,4908
27,Alcedo,Shield,Ecuador,South America,Galapagos Islands,holocene,1993 CE,-0.43,-91.12,290.0,290.0,388.0,10756.0,1130,3707
28,Ale Bagu,Stratovolcano,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,13.512,40.631,2.0,919.0,8424.0,278270.0,988,3241
29,Alid,Stratovolcano,Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,14.88,39.92,517.0,2447.0,25942.0,1216179.0,904,2966
32,Almolonga,Stratovolcano,Guatemala,México and Central America,Guatemala,holocene,1818 CE,14.797,-91.519,91323.0,287487.0,1126942.0,6828403.0,3173,10410
35,Aluto,Stratovolcano,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,50 BCE,7.77,38.78,6011.0,25619.0,314216.0,6813710.0,2335,7661
37,Amasing,Stratovolcano,Indonesia,Indonesia,Halmahera,holocene,Unknown - Evidence Credible,-0.53,127.48,59.0,803.0,26015.0,92417.0,1030,3379
38,Ambae,Shield,Vanuatu,Melanesia and Australia,Vanuatu,holocene,2022 CE,-15.389,167.835,73.0,1279.0,4326.0,73308.0,1496,4908
39,Ambalatungan Group,Compound,Philippines,Philippines and SE Asia,Luzon,holocene,Unknown - Unrest / Holocene,17.32,121.1,493.0,3803.0,55724.0,4652400.0,2329,7641
40,Ambang,Complex,Indonesia,Indonesia,Sulawesi,holocene,2005 CE,0.75,124.42,9155.0,46469.0,319137.0,1730602.0,1795,5889
41,Ambitle,Stratovolcano,Papua New Guinea,Melanesia and Australia,New Ireland,holocene,350 BCE,-4.08,153.65,1643.0,9195.0,9779.0,24367.0,450,1476
42,Ambre-Bobaomby,Volcanic field,Madagascar,Middle East and Indian Ocean,Indian Ocean (western),holocene,Unknown - Evidence Credible,-12.6,49.15,20396.0,20396.0,51426.0,408436.0,1475,4839
43,Ambrym,Pyroclastic shield,Vanuatu,Melanesia and Australia,Vanuatu,holocene,2022 CE,-16.25,168.12,9.0,186.0,10826.0,63999.0,1334,4377
47,Andahua-Orcopampa,Pyroclastic cone,Peru,South America,Peru,holocene,1490 CE,-15.42,-72.33,10317.0,10317.0,16541.0,171897.0,4713,15463
49,Aneityum,Stratovolcano,Vanuatu,Melanesia and Australia,Vanuatu,holocene,Unknown - Evidence Uncertain,-20.2,169.78,176.0,692.0,703.0,22731.0,852,2795
51,Ankaizina Field,Pyroclastic cone,Madagascar,Middle East and Indian Ocean,Indian Ocean (western),holocene,Unknown - Evidence Credible,-14.3,48.67,9628.0,9628.0,41916.0,637393.0,2878,9442
52,Antillanca Volcanic Complex,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,230 BCE,-40.783,-72.15,87.0,521.0,5986.0,530586.0,1979,6493
53,Antisana,Stratovolcano,Ecuador,South America,Ecuador,holocene,1802 CE,-0.481,-78.141,232.0,2220.0,56154.0,3314142.0,5753,18875
54,Antofagasta Volcanic Field,Pyroclastic cone,Argentina,South America,"Northern Chile, Bolivia and Argentina",holocene,Unknown - Evidence Uncertain,-26.12,-67.4,188.0,188.0,257.0,4295.0,3495,11467
55,Antuco,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,1869 CE,-37.406,-71.349,117.0,474.0,3872.0,381623.0,2979,9774
56,Aogashima,Stratovolcano,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",holocene,1785 CE,32.458,139.759,232.0,232.0,232.0,8559.0,423,1388
57,Apagado,Pyroclastic cone,Chile,South America,Southern Chile and Argentina,holocene,590 BCE,-41.88,-72.58,5.0,44.0,4474.0,354002.0,1210,3970
58,Apaneca Range,Stratovolcano,El Salvador,México and Central America,El Salvador and Honduras,holocene,Unknown - Evidence Credible,13.872,-89.742,11141.0,151502.0,1113282.0,6215853.0,2028,6654
59,Apastepeque Field,Volcanic field,El Salvador,México and Central America,El Salvador and Honduras,holocene,Unknown - Evidence Credible,13.72,-88.77,377730.0,377730.0,687849.0,6372608.0,700,2297
60,Apo,Stratovolcano,Philippines,Philippines and SE Asia,Mindanao,holocene,Unknown - Unrest / Holocene,6.989,125.269,1355.0,5431.0,767800.0,7768291.0,2938,9639
61,Apoyeque,Pyroclastic shield,Nicaragua,México and Central America,Nicaragua,holocene,50 BCE,12.242,-86.342,2369.0,116718.0,1342581.0,3445854.0,518,1699
64,"Aramuaca, Laguna",Maar,El Salvador,México and Central America,El Salvador and Honduras,holocene,Unknown - Evidence Credible,13.428,-88.105,15772.0,132109.0,699308.0,3009012.0,181,594
65,Ararat,Stratovolcano,Turkey,Mediterranean and Western Asia,Turkey,holocene,1840 CE,39.7,44.3,25.0,1239.0,135563.0,2811646.0,5165,16946
66,Arayat,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,Unknown - Evidence Uncertain,15.2,120.742,7846.0,190674.0,2805269.0,27216491.0,1026,3366
67,Ardoukoba,Fissure vent,Djibouti,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,1978 CE,11.58,42.47,2895.0,2895.0,6898.0,560146.0,298,978
68,Arenal,Stratovolcano,Costa Rica,México and Central America,Costa Rica,holocene,2010 CE,10.463,-84.703,3429.0,15643.0,96512.0,3027485.0,1670,5479
69,"Arhab, Harra of",Volcanic field,Yemen,Middle East and Indian Ocean,Middle East (southern),holocene,500 CE,15.63,44.08,284443.0,284443.0,820695.0,6517834.0,3100,10171
70,Arjuno-Welirang,Stratovolcano,Indonesia,Indonesia,Java,holocene,1952 CE,-7.733,112.575,2584.0,53983.0,4143137.0,25385433.0,3343,10968
71,Arxan-Chaihe,Pyroclastic cone,China,Kamchatka and Mainland Asia,China (eastern),holocene,0 CE,47.45,120.8,6435.0,6435.0,6435.0,188163.0,1677,5502
73,Asamayama,Complex,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,2019 CE,36.406,138.523,583.0,22371.0,457576.0,7629353.0,2568,8425
74,Asavyo,Shield,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,13.098,41.599,84.0,479.0,7697.0,47836.0,1338,4390
75,Ascension,Stratovolcano,United Kingdom,Atlantic Ocean,Atlantic Ocean (central),holocene,1508 CE,-7.95,-14.37,614.0,1149.0,1149.0,1149.0,858,2815
77,Asosan,Caldera,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,2021 CE,32.884,131.104,75559.0,75559.0,234591.0,6507519.0,1592,5223
78,Assab Volcanic Field,Volcanic field,Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,12.95,42.43,9.0,9.0,97.0,181952.0,987,3238
80,Ata,Caldera,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,holocene,885 CE,31.22,130.57,93134.0,93134.0,171590.0,1891380.0,924,3031
81,Atacazo,Stratovolcano,Ecuador,South America,Ecuador,holocene,320 BCE,-0.353,-78.617,449.0,212988.0,1837303.0,3769593.0,4463,14642
83,Atitlan,Stratovolcano,Guatemala,México and Central America,Guatemala,holocene,1853 CE,14.583,-91.186,2303.0,70431.0,664649.0,8029695.0,3535,11598
86,"Atlixcos, Los",Shield,Mexico,México and Central America,Mexico,holocene,Unknown - Evidence Credible,19.81,-96.527,5792.0,13732.0,115456.0,2971490.0,775,2543
87,"Atuel, Caldera del",Caldera,Argentina,South America,Central Chile and Argentina,holocene,Unknown - Evidence Credible,-34.65,-70.05,297.0,297.0,1003.0,676916.0,5189,17024
88,Auckland Volcanic Field,Volcanic field,New Zealand,New Zealand to Fiji,New Zealand,holocene,1446 CE,-36.89,174.81,1049110.0,1049110.0,1222436.0,1446768.0,260,853
90,"Auquihuato, Cerro",Pyroclastic cone,Peru,South America,Peru,holocene,Unknown - Evidence Uncertain,-15.07,-73.18,213.0,1324.0,12228.0,173927.0,4980,16339
92,Awu,Stratovolcano,Indonesia,Indonesia,Sangihe Islands,holocene,2004 CE,3.689,125.447,6409.0,22655.0,52725.0,58719.0,1318,4324
94,Ayelu,Stratovolcano,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,10.082,40.702,193.0,1375.0,33262.0,1279214.0,2145,7037
95,Azas Plateau,Volcanic field,Russia,Kamchatka and Mainland Asia,Russia (southeastern),holocene,Unknown - Evidence Credible,52.433,98.303,142.0,142.0,142.0,4532.0,2765,9072
96,Azufral,Stratovolcano,Colombia,South America,Colombia,holocene,930 BCE,1.08,-77.68,4334.0,40657.0,387292.0,1817609.0,4070,13353
97,"Azul, Cerro",Shield,Ecuador,South America,Galapagos Islands,holocene,2008 CE,-0.92,-91.408,220.0,220.0,314.0,1936.0,1640,5381
98,"Azul, Cerro",Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,1967 CE,-35.653,-70.761,9.0,158.0,3832.0,720948.0,3788,12428
99,Azumayama,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1977 CE,37.735,140.244,128.0,907.0,548195.0,4877648.0,1949,6394
100,Babuyan Claro,Stratovolcano,Philippines,Philippines and SE Asia,North of Luzon,holocene,1924 CE,19.524,121.95,208.0,222.0,222.0,11819.0,1064,3491
101,Bachelor,Stratovolcano,United States,Canada and Western USA,USA (Oregon),holocene,5800 BCE,43.979,-121.688,18.0,24.0,22514.0,231420.0,2763,9065
102,Bagana,Lava cone,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,holocene,2022 CE,-6.137,155.196,198.0,404.0,7861.0,115257.0,1855,6086
105,Balbi,Stratovolcano,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,holocene,Unknown - Evidence Credible,-5.92,154.98,314.0,505.0,11904.0,127928.0,2715,8907
106,Balhaf-Bir Ali Volcanic Field,Volcanic field,Yemen,Middle East and Indian Ocean,Middle East (southern),holocene,Unknown - Evidence Credible,14.067,48.3,5690.0,5690.0,6643.0,177124.0,604,1982
107,Baluan,Stratovolcano,Papua New Guinea,Melanesia and Australia,Admiralty Islands,holocene,Unknown - Evidence Uncertain,-2.57,147.28,242.0,248.0,982.0,46898.0,254,833
108,Baluran,Stratovolcano,Indonesia,Indonesia,Java,holocene,Unknown - Evidence Uncertain,-7.85,114.37,1313.0,59107.0,437688.0,5474053.0,1247,4091
109,Balut,Stratovolcano,Philippines,Philippines and SE Asia,Mindanao,holocene,Unknown - Unrest / Holocene,5.4,125.375,1472.0,1901.0,10763.0,1286239.0,862,2828
110,Bam,Stratovolcano,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,holocene,1960 CE,-3.613,144.818,192.0,192.0,462.0,103203.0,685,2247
111,Bamus,Stratovolcano,Papua New Guinea,Melanesia and Australia,New Britain,holocene,1886 CE,-5.2,151.23,50.0,630.0,19320.0,71997.0,2248,7375
112,Banahaw,Complex,Philippines,Philippines and SE Asia,Luzon,holocene,Unknown - Evidence Credible,14.07,121.48,754.0,93134.0,1698285.0,23837289.0,2158,7080
113,Banda Api,Caldera,Indonesia,Indonesia,Banda Sea,holocene,1988 CE,-4.523,129.881,5682.0,5682.0,5810.0,5810.0,596,1955
114,Bandaisan,Stratovolcano,Japan,"Japan, Taiwan, Marianas",Honshu,holocene,1888 CE,37.601,140.072,5923.0,17608.0,327454.0,4709782.0,1816,5958
115,Banua Wuhu,Submarine,Indonesia,Indonesia,Sangihe Islands,holocene,1919 CE,3.138,125.491,359.0,480.0,4586.0,69756.0,-5,-16
119,Barren Island,Stratovolcano,India,Indonesia,Andaman Islands,holocene,2022 CE,12.278,93.858,645.0,645.0,645.0,5035.0,354,1161
120,"Barrier, The",Shield,Kenya,Africa and Red Sea,Africa (eastern),holocene,1921 CE,2.32,36.57,17.0,112.0,4180.0,109675.0,1032,3386
121,Baru,Stratovolcano,Panama,México and Central America,Panama,holocene,1550 CE,8.808,-82.543,118.0,6983.0,79933.0,756597.0,3474,11398
122,Barva,Complex,Costa Rica,México and Central America,Costa Rica,holocene,6050 BCE,10.135,-84.1,177.0,8018.0,2004665.0,3399329.0,2906,9534
123,Batur,Caldera,Indonesia,Indonesia,Lesser Sunda Islands,holocene,2000 CE,-8.242,115.375,466899.0,466899.0,937766.0,4289189.0,1717,5633
125,Bayuda Volcanic Field,Pyroclastic cone,Sudan,Africa and Red Sea,Africa (northern),holocene,850 CE,18.33,32.75,1124.0,1124.0,2752.0,259325.0,670,2198
126,Bazman,Stratovolcano,Iran,Middle East and Indian Ocean,Middle East (eastern),holocene,Unknown - Unrest / Holocene,28.07,60.0,8.0,64.0,7370.0,102151.0,3490,11450
130,Beru,Volcanic field,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,8.95,39.75,3850.0,20176.0,196084.0,3809644.0,1100,3609
133,Bibinoi,Stratovolcano,Indonesia,Indonesia,Halmahera,holocene,Unknown - Evidence Credible,-0.761,127.725,53.0,4276.0,15604.0,83771.0,932,3058
134,Bilate River Field,Maar,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Unrest / Holocene,7.07,38.1,359001.0,359001.0,1222547.0,9860754.0,1700,5577
135,Biliran,Compound,Philippines,Philippines and SE Asia,Central Philippines,holocene,1939 CE,11.523,124.535,4612.0,78799.0,254519.0,3177850.0,1301,4268
136,Billy Mitchell,Pyroclastic shield,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,holocene,1580 CE,-6.092,155.225,113.0,449.0,9620.0,119191.0,1544,5066
137,Bir Borhut,Volcanic field,Yemen,Middle East and Indian Ocean,Middle East (southern),holocene,Unknown - Evidence Uncertain,15.515,50.935,517.0,517.0,2117.0,115648.0,464,1522
138,"Birk, Harrat al",Volcanic field,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),holocene,Unknown - Evidence Credible,18.37,41.63,37855.0,37855.0,37855.0,596401.0,587,1926
139,Bishoftu Volcanic Field,Fissure vent,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,8.78,38.98,310101.0,310101.0,662037.0,7986826.0,1850,6070
140,Black Butte Crater Lava Field,Shield,United States,Canada and Western USA,USA (Idaho),holocene,8400 BCE,43.183,-114.352,119.0,158.0,4440.0,171376.0,1478,4849
142,Black Rock Desert,Volcanic field,United States,Canada and Western USA,USA (Utah),holocene,1290 CE,38.97,-112.5,3292.0,3292.0,3679.0,54291.0,1800,5906
144,"Blancas, Lomas",Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,Unknown - Evidence Credible,-36.286,-71.009,127.0,398.0,1980.0,355814.0,2268,7441
145,"Blanco, Cerro",Caldera,Argentina,South America,"Northern Chile, Bolivia and Argentina",holocene,2300 BCE,-26.789,-67.765,39.0,39.0,65.0,14279.0,4670,15322
147,Blue Lake Crater,Maar,United States,Canada and Western USA,USA (Oregon),holocene,680 CE,44.411,-121.774,19.0,308.0,6914.0,286219.0,1230,4035
148,Blup Blup,Stratovolcano,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,holocene,Unknown - Evidence Credible,-3.507,144.605,270.0,270.0,462.0,93315.0,402,1319
151,Boisa,Stratovolcano,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,holocene,Unknown - Evidence Uncertain,-3.994,144.963,139.0,1343.0,18874.0,177478.0,240,787
152,Bola,Stratovolcano,Papua New Guinea,Melanesia and Australia,New Britain,holocene,Unknown - Evidence Credible,-5.141,150.038,73.0,387.0,8601.0,116418.0,1116,3661
157,Bora-Bericcio,Pyroclastic cone,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,8.221,39.05,5822.0,44666.0,433373.0,8356559.0,2267,7438
158,Borawli,Stratovolcano,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,13.304,40.987,38.0,100.0,3699.0,111101.0,784,2572
159,Boset-Bericha,Stratovolcano,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,8.558,39.475,3267.0,19603.0,586318.0,7130451.0,2447,8028
161,Brava,Stratovolcano,Cape Verde,Atlantic Ocean,Cape Verde Islands,holocene,Unknown - Evidence Credible,14.85,-24.72,5631.0,6644.0,25852.0,43281.0,900,2953
162,"Bravo, Cerro",Stratovolcano,Colombia,South America,Colombia,holocene,1720 CE,5.091,-75.293,1679.0,4916.0,538690.0,3929468.0,3985,13074
163,Brennisteinsfjoll,Crater rows,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),holocene,1341 CE,63.933,-21.783,33526.0,33526.0,163469.0,203012.0,610,2001
164,Bridge River Cones,Volcanic field,Canada,Canada and Western USA,Canada,holocene,Unknown - Evidence Credible,50.8,-123.4,55.0,55.0,219.0,15871.0,2500,8202
169,Bufumbira,Pyroclastic cone,Uganda,Africa and Red Sea,Africa (central),holocene,Unknown - Evidence Uncertain,-1.304,29.683,436134.0,436134.0,830916.0,10342253.0,2100,6890
171,Bulusan,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,2017 CE,12.769,124.056,2789.0,74286.0,518705.0,3360418.0,1535,5036
172,Bunyaruguru,Maar,Uganda,Africa and Red Sea,Africa (central),holocene,Unknown - Evidence Credible,-0.2,30.08,177517.0,177517.0,338735.0,5955535.0,1554,5098
174,Butajiri-Silti Field,Fissure vent,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,holocene,Unknown - Evidence Credible,8.05,38.35,431631.0,431631.0,889323.0,7096283.0,2281,7484
175,Buyan-Bratan,Caldera,Indonesia,Indonesia,Lesser Sunda Islands,holocene,Unknown - Evidence Credible,-8.283,115.133,333333.0,333333.0,935879.0,4355947.0,2244,7362
177,Cabalían,Stratovolcano,Philippines,Philippines and SE Asia,Central Philippines,holocene,1820 CE,10.285,125.218,26511.0,88767.0,277950.0,2091362.0,912,2992
178,Caburgua-Huelemolle,Pyroclastic cone,Chile,South America,Central Chile and Argentina,holocene,5050 BCE,-39.25,-71.75,5951.0,5951.0,17774.0,521553.0,1652,5420
179,Cagua,Stratovolcano,Philippines,Philippines and SE Asia,Luzon,holocene,1860 CE,18.222,122.123,99.0,1137.0,34018.0,1480952.0,1133,3717
181,Calabozos,Caldera,Chile,South America,Central Chile and Argentina,holocene,Unknown - Evidence Credible,-35.558,-70.496,550.0,550.0,1023.0,305637.0,3508,11509
182,Calatrava Volcanic Field,Pyroclastic cone,Spain,Mediterranean and Western Asia,Western Europe,holocene,3600 BCE,38.87,-4.02,197199.0,197199.0,197199.0,774386.0,1117,3665
183,Calbuco,Stratovolcano,Chile,South America,Southern Chile and Argentina,holocene,2015 CE,-41.33,-72.618,70.0,871.0,32265.0,575233.0,1974,6476
184,Callaqui,Stratovolcano,Chile,South America,Central Chile and Argentina,holocene,1980 CE,-37.92,-71.45,56.0,294.0,4354.0,400426.0,3164,10381
185,Cameroon,Stratovolcano,Cameroon,Africa and Red Sea,Africa (western),holocene,2000 CE,4.203,9.17,328.0,26053.0,417460.0,3079036.0,4095,13435
186,Camiguin,Stratovolcano,Philippines,Philippines and SE Asia,Mindanao,holocene,1953 CE,9.203,124.673,12173.0,51587.0,92178.0,2871353.0,1552,5092
187,Camiguin de Babuyanes,Stratovolcano,Philippines,Philippines and SE Asia,North of Luzon,holocene,1857 CE,18.83,121.86,876.0,1066.0,1369.0,409653.0,712,2336
188,Campi Flegrei,Caldera,Italy,Mediterranean and Western Asia,Italy,holocene,1538 CE,40.827,14.139,2234109.0,2234109.0,3006865.0,6019697.0,458,1503
189,Campi Flegrei del Mar di Sicilia,Submarine,Italy,Mediterranean and Western Asia,Italy,holocene,1867 CE,37.1,12.7,230578.0,230578.0,230578.0,633350.0,-8,-26
192,Carran-Los Venados,Pyroclastic cone,Chile,South America,Central Chile and Argentina,holocene,1979 CE,-40.35,-72.07,4840.0,4840.0,9001.0,452820.0,1114,3655
193,Carrizozo,Pyroclastic cone,United States,Canada and Western USA,USA (New Mexico),holocene,3250 BCE,33.78,-105.93,2.0,11.0,2596.0,89711.0,1731,5679
194,"Casiri, Nevados",Stratovolcano,Peru,South America,Peru,holocene,Unknown - Evidence Credible,-17.47,-69.813,233.0,922.0,15247.0,419038.0,5650,18537
196,Cayambe,Compound,Ecuador,South America,Ecuador,holocene,1786 CE,0.029,-77.986,70.0,1148.0,109630.0,3154986.0,5790,18996
198,Cayutue-La Vigueria,Pyroclastic cone,Chile,South America,Southern Chile and Argentina,holocene,190 BCE,-41.3,-72.27,1737.0,1737.0,5482.0,451311.0,506,1660
199,Ceboruco,Stratovolcano,Mexico,México and Central America,Mexico,holocene,1875 CE,21.125,-104.508,616.0,30319.0,93057.0,1282014.0,2280,7480
202,Central Island,Tuff cone,Kenya,Africa and Red Sea,Africa (eastern),holocene,Unknown - Evidence Credible,3.496,36.04,28.0,28.0,10253.0,216485.0,518,1699
203,Ch'uga-ryong,Shield,North Korea,Kamchatka and Mainland Asia,Korea,holocene,Unknown - Evidence Uncertain,38.33,127.33,1668.0,23030.0,262911.0,15245593.0,452,1483
204,Chacana,Caldera,Ecuador,South America,Ecuador,holocene,1773 CE,-0.375,-78.25,81716.0,81716.0,348743.0,3292546.0,4643,15233
205,Chachadake [Tiatia],Stratovolcano,Japan,Kuril Islands,Kuril Islands,holocene,1981 CE,44.353,146.252,3.0,223.0,896.0,16275.0,1822,5978
206,"Chachani, Nevado",Stratovolcano,Peru,South America,Peru,holocene,Unknown - Evidence Uncertain,-16.191,-71.53,97.0,1182.0,887176.0,1032411.0,6057,19872
207,Chachimbiro,Stratovolcano,Ecuador,South America,Ecuador,holocene,3740 BCE,0.468,-78.287,125.0,5299.0,356162.0,3253458.0,4106,13471
209,Chaine des Puys,Lava dome,France,Mediterranean and Western Asia,Western Europe,holocene,4040 BCE,45.775,2.97,323392.0,323392.0,427221.0,1577243.0,1464,4803
210,Chaiten,Caldera,Chile,South America,Southern Chile and Argentina,holocene,2011 CE,-42.833,-72.646,8968.0,8968.0,9280.0,75311.0,1122,3681
211,Changbaishan,Stratovolcano,China,Kamchatka and Mainland Asia,China (eastern),holocene,1903 CE,41.98,128.08,268.0,1833.0,29476.0,1660355.0,2744,9003
213,Chichinautzin,Volcanic field,Mexico,México and Central America,Mexico,holocene,400 CE,19.08,-99.13,584725.0,584725.0,4061942.0,28030794.0,3930,12894
214,"Chichon, El",Lava dome,Mexico,México and Central America,Mexico,holocene,1982 CE,17.36,-93.228,3759.0,11000.0,143015.0,3570632.0,1150,3773
